release_note_date,smushed_event_type,format_event_type,legacy_event_types,admin_interest,security_interest,event_type_description,event_type_tags
2016.11,usermfafactordeactivate,user.mfa.factor.deactivate,core.user.factor.deactivate,0,1,Reset factor or authenticator enrollment method for user. Provides org admins with audit log and oversight utility for the change in MFA factor lifecycle status when a specific factor is permanently deactivated. When fired the event contains information about the MFA factor that has been deactivated as well as the target user and the user deactivating the factor. For Identity Engine orgs this event will fire when an authentication method is unenrolled.,end-user-visible|event-hook-eligible|mfa
2016.11,usermfafactorresetall,user.mfa.factor.reset_all,core.user.factor.reset_all,0,1,Reset all factors or authenticator enrollments for user. Provides org admins with audit log and oversight utility for the change in MFA factor lifecycle statuses when all MFA factors for a user are permanently deactivated. When fired the event contains information about the target user for whom all factors have been deactivated as well as the user resetting the factors. For Identity Engine orgs this event contains information about a target user for whom all authenticator enrollments have been reset.,event-hook-eligible|mfa
2016.11,usermfafactorsuspend,user.mfa.factor.suspend,user.mfa.factor.suspend,0,1,Suspend factor or authenticator enrollment method for user. Provides org admins with audit log and oversight utility for the change in MFA factor lifecycle status when a factor is suspended usually as a result of suspected compromise. When fired the event contains information about the MFA factor that has been suspended as well as the target user and the user suspending the factor. When unsuspended related event user.mfa.factor.unsuspend will be fired.,event-hook-eligible|mfa|oie-only
2020.09.4,usermfafactorunsuspend,user.mfa.factor.unsuspend,user.mfa.factor.unsuspend,0,1,Unsuspend factor or authenticator enrollment method for user. Provides org admins with audit log and oversight utility for the change in MFA factor lifecycle status when a factor is reactivated from a state of suspension after it has been determined that the authenticator is secure. When fired the event contains information about the MFA factor that has been unsuspended as well as the target user and the user reactivating the suspended factor. Before suspension related event user.mfa.factor.suspend would have been fired.,event-hook-eligible|mfa|oie-only
2020.09.4,usermfafactorupdate,user.mfa.factor.update,core.user.factor.update,0,1,Update factor for user.,mfa
2016.11,usermfaoktaverify,user.mfa.okta_verify,core.user_auth.mfa_okta_verify_response,0,0,Verify user with Okta verify.,mfa
2016.11,usermfaoktaverifydenypush,user.mfa.okta_verify.deny_push,core.user.factor.push_rejected,0,0,User rejected Okta push verify.,mfa
2018.03,usermfaoktaverifydenypushupgradeneeded,user.mfa.okta_verify.deny_push_upgrade_needed,core.user.factor.push_rejected.upgrade_needed,0,0,Rejected Okta push verify as Upgrade Needed. This can be used to audit events where Okta push verify was rejected as the app needed upgrade. Note that the event is fired when Okta Verify push is rejected. It is possible that the user might have chosen another factor and made successful login as well.,mfa
2020.05.0,usersessionaccessadminapp,user.session.access_admin_app,app.admin.sso.bad_response|app.admin.sso.login.success|app.admin.sso.no_response,1,1,User accessing Okta admin app.,admin|app|session|user
2016.14,usersessionclear,user.session.clear,core.user_auth.session_clear,0,1,Clear user session.,session|user
2016.15,usersessionend,user.session.end,core.user_auth.logout_success,0,0,User logout from Okta.,event-hook-eligible|session|user
2016.02,usersessionexpire,user.session.expire,core.user_auth.session_expired,0,0,Expire user session.,session|user
2016.15,usersessionimpersonationend,user.session.impersonation.end,core.user.impersonation.session.ended,1,1,End impersonation session.,session|user
2016.09,usersessionimpersonationextend,user.session.impersonation.extend,core.user.impersonation.grant.extended,1,1,Extend impersonation session.,session|user
2016.09,usersessionimpersonationgrant,user.session.impersonation.grant,core.user.impersonation.grant.enabled,1,1,Enable impersonation grant.,session|user
2016.09,usersessionimpersonationinitiate,user.session.impersonation.initiate,core.user.impersonation.session.initiated,1,1,Initiate impersonation session.,session|user
2016.09,usersessionimpersonationrevoke,user.session.impersonation.revoke,core.user.impersonation.grant.revoked,1,1,Revoke impersonation grant.,session|user
2016.09,usersessionstart,user.session.start,core.user_auth.invalid_certificate|core.user_auth.login_denied|core.user_auth.login_failed|core.user_auth.login_failed.policy_denied|core.user_auth.login_success|core.user_auth.session_created_using_api_token|core.user_auth.session_created_using_token,0,0,User login to Okta.,end-user-visible|event-hook-eligible|session|user
2016.02,workflowsuserconnectioncreate,workflows.user.connection.create,workflows.user.connection.create,1,1,This event can be used by any admin or security team member to monitor the creation of new connections for Workflows connectors. The target fields provide information on the user that created the connection the application for which the connection was created and the display name the user provided for the connection. Other connection lifecycle events include workflows.user.connection.revoke workflows.user.connection.reauthorize and workflows.user.connection.delete. Note that this event only indicates if a connection was successfully added to the database and does not distinguish whether or not that connection is valid.,workflows
2021.02.1,workflowsuserconnectiondelete,workflows.user.connection.delete,workflows.user.connection.delete,1,1,This event can be used by any admin or security team member to monitor the deletion of existing Workflows connections.  The target fields provide information on the user that deleted the connection the application for which the connection was deleted and the display name originally provided for the connection. Other connection lifecycle events include workflows.user.connection.create workflows.user.connection.reauthorize and workflows.user.connection.revoke. Note that for OAuth connections this will often fire with the workflows.user.connection.revoke event.,workflows
2021.02.1,workflowsuserconnectionreauthorize,workflows.user.connection.reauthorize,workflows.user.connection.reauthorize,1,1,This event can be used by any admin or security team member to monitor the reauthorization of existing connections for Workflows connectors.  Reauthorization can be used to retrieve a new access token or to change the credentials used by a connection. The target fields provide information on the user that reauthorized the connection the application for which the connection was reauthorized and the display name originally provided for the connection. Other connection lifecycle events include workflows.user.connection.create workflows.user.connection.revoke and workflows.user.connection.delete. Note that this event only indicates if a user attempted to reauthorize a connection and does not distinguish whether or not that reauthorization was successful.,workflows
2021.02.1,workflowsuserconnectionrevoke,workflows.user.connection.revoke,workflows.user.connection.revoke,1,1,This event can be used by any admin or security team member to monitor when a token for a Workflows connection has been revoked in a third party service. and the event usually fires along with workflows.user.connection.delete.  The target fields provide information on the user that revoked the connection the application for which the connection was revoked and the display name originally provided for the connection. Other connection lifecycle events include workflows.user.connection.create workflows.user.connection.reauthorize and workflows.user.connection.delete. Note that this event only fires for connections where the service supplies an API endpoint for revoking tokens.  Tokens that cannot be revoked via API must be managed manually in the third party application.,workflows
2021.02.1,workflowsuserflowactivate,workflows.user.flow.activate,workflows.user.flow.activate,1,1,Triggered when a user activates a flow in Workflows. Can be used to audit user activity in Workflows. Event is fired when a user toggles a flow on.,workflows
2021.02.1,workflowsuserflowcreate,workflows.user.flow.create,workflows.user.flow.create,1,1,Triggered when a user creates a new flow in Workflows. Can be used to audit user activity in Workflows. Event is fired when a user creates and saves a new flow.,workflows
2021.02.1,workflowsuserflowdeactivate,workflows.user.flow.deactivate,workflows.user.flow.deactivate,1,1,Triggered when a user deactivates a flow in Workflows. Can be used to audit user activity in Workflows. This is triggered by deactivating a flow.,workflows
